id,name,time,text
4685808445163772,与山竹快乐玩耍的蜜柑酱,Sun Sep 26 22:40:54 +0800 2021,#女子怀孕七个月被公司称没产假劝退#呵呵，我找工作的时候直接被告知你各项都符合，但是在适合婚育的年龄，我们不想给婚假和产假，所以人事不批
4685831527205829,黑赖酱,Mon Sep 27 00:12:37 +0800 2021,#女子怀孕七个月被公司称没产假劝退#这都成普遍现象了，就这，还鼓励生二胎开放第三胎，谁tm敢生，一胎都生的瑟瑟发抖好吗！
4685836404918117,嘻嘻嘻嘻嘻xi嘻嘻,Mon Sep 27 00:32:00 +0800 2021,#女子怀孕七个月被公司称没产假劝退#都是没学过劳动法的，也不怕被请去赔钱。
4685836299272849,yongpphuili,Mon Sep 27 00:31:34 +0800 2021,#女子怀孕七个月被公司称没产假劝退#热搜怎么全是小莉帮忙？
4685835453072479,四川反邪教,Mon Sep 27 00:28:13 +0800 2021,#女子怀孕七个月被公司称没产假劝退#职场孕妈，这些权利一定要了解！女性的正当权益不应被侵犯！在职场，孕妈受哪些法律保护？享有哪些权利？看图了解↓↓
4685834705700112,女汉子PKR,Mon Sep 27 00:25:15 +0800 2021,#女子怀孕七个月被公司称没产假劝退#我们这行基本是上班上到生，除了到了一定月份不上夜班，其他都照常，所以不存在被劝退的现象
4685808445163772,与山竹快乐玩耍的蜜柑酱,Sun Sep 26 22:40:54 +0800 2021,#女子怀孕七个月被公司称没产假劝退#呵呵，我找工作的时候直接被告知你各项都符合，但是在适合婚育的年龄，我们不想给婚假和产假，所以人事不批
4685831527205829,黑赖酱,Mon Sep 27 00:12:37 +0800 2021,#女子怀孕七个月被公司称没产假劝退#这都成普遍现象了，就这，还鼓励生二胎开放第三胎，谁tm敢生，一胎都生的瑟瑟发抖好吗！
4685829525737189,昔颜龙毕,Mon Sep 27 00:04:39 +0800 2021,#女子怀孕七个月被公司称没产假劝退#现在大多数公司都是这样，你给他带来利益时候老板脸笑的是给你一顿夸，你稍微给公司带来不好就开始各种理由推脱， 之前公司上班女的就要检查就怕你是怀孕进的公司怕占便宜，，，感觉这样特不舒服，没有女人何来下一代，需要呵护 。
4685828411098415,重庆潼南法院,Mon Sep 27 00:00:14 +0800 2021,#女子怀孕七个月被公司称没产假劝退#【#辞退孕期员工违法#！】
4685773075648431,机智可爱顺,Sun Sep 26 20:20:21 +0800 2021,#女子怀孕七个月被公司称没产假劝退#生育率迟早超过han国看谁负的多
4685762702874884,上林春苑,Sun Sep 26 19:39:08 +0800 2021,#女子怀孕七个月被公司称没产假劝退#三胎福报，在一个低福利国家，什么都不想付出还拼命催生
4685822744071839,抓住一只皮皮猪_,Sun Sep 26 23:37:43 +0800 2021,#女子怀孕七个月被公司称没产假劝退#看看这就是现状啊
4685822257792847,大炫炫的妈妈,Sun Sep 26 23:35:47 +0800 2021,#女子怀孕七个月被公司称没产假劝退# 为啥现在的年轻人一胎都不想生 没点逼数？还tm积极响应国家的号召呢！家里条件好的孕妇好像也没必要挺着肚子上班为的是减轻经济负担吧！真是无语了 政策是响应三胎 对策是辞退孕妇？要不然你就把所有女的都辞退 不生完三胎不允许上班 把男的都累死得了！整的啥破事儿啊 东营
4685715315884117,带着面具誰能博得同情誰赢,Sun Sep 26 16:30:49 +0800 2021,#女子怀孕七个月被公司称没产假劝退#这不是发了么，恭喜这位女士，这种一告一个准
4685814569372160,浅言咩咩,Sun Sep 26 23:05:14 +0800 2021,"#女子怀孕七个月被公司称没产假劝退#
不生孩子，屁事没有"
4685726627398495,Lichtt-,Sun Sep 26 17:15:46 +0800 2021,"#女子怀孕七个月被公司称没产假劝退#
肛生子
肛生子
肛生子
我说累了"
4685818377012748,理云鬓手工-弹指流光,Sun Sep 26 23:20:22 +0800 2021,#女子怀孕七个月被公司称没产假劝退#不婚不育，屁事没有。 青岛·新兴小区
